Houses,Price,Area
60,24863445.0,None
60,24863445.0,None
60,24850620.0,None
60,24858600.0,None
60,24858600.0,None
60,24850050.0,None
60,24850050.0,None
60,24845775.0,None
60,24845775.0,None
60,24845775.0,None
60,24837795.0,None
60,24837795.0,None
60,24829815.0,None
60,24829815.0,None
60,24829815.0,None
60,24829815.0,None
60,24855465.0,None
60,24855465.0,None
60,24855465.0,None
60,24855465.0,None
60,24851190.0,None
60,24948330.0,None
60,24930030.0,None
60,24930030.0,None
60,24930030.0,None
60,24930030.0,None
60,24930030.0,None
60,24938010.0,None
60,24938010.0,None
60,24938010.0,None
60,24929460.0,None
60,24953970.0,None
60,24953970.0,None
60,24949695.0,None
60,24949695.0,None
60,24967995.0,None
60,24967995.0,None
60,24967995.0,None
60,24967995.0,None
60,24972270.0,None
60,24993645.0,None
60,24993645.0,None
60,24988170.0,None
60,24988170.0,None
60,24979620.0,None
60,24979620.0,None
60,24979620.0,None
60,24979620.0,None
60,24979620.0,None
60,24997920.0,None
60,24997920.0,None
60,24961320.0,None
60,24961320.0,None
60,24961320.0,None
60,24940515.0,None
60,24940515.0,None
60,24940515.0,None
60,24940515.0,None
60,24923415.0,None
60,24923415.0,None
60,24923415.0,None
60,24923415.0,None
60,24923415.0,None
60,24890925.0,None
60,24925125.0,None
60,24925125.0,None
60,24900045.0,None
60,24900045.0,None
60,24900045.0,None
60,24900045.0,None
60,24900045.0,None
60,24900045.0,None
60,24881745.0,None
60,24881745.0,None
60,24881745.0,None
60,24838995.0,None
60,24817620.0,None
60,24817050.0,None
60,24817050.0,None
60,24817050.0,None
60,24847545.0,None
60,24847545.0,None
60,24847545.0,None
60,24865845.0,None
60,24865845.0,None
60,24865845.0,None
60,24857295.0,None
60,24873825.0,None
60,24873825.0,None
60,24873825.0,None
60,24873825.0,None
60,24892125.0,None
60,24846975.0,None
60,24846975.0,None
60,24846975.0,None
60,24782385.0,None
60,24782385.0,None
60,24782385.0,None
60,24782385.0,None
60,24782385.0,None
60,24782385.0,None
60,24800685.0,None
60,24800685.0,None
60,24844695.0,None
60,24884595.0,None
60,24884595.0,None
60,24880320.0,None
60,24880320.0,None
60,24854670.0,None
60,24863220.0,None
60,24875475.0,None
60,24884025.0,None
60,24884025.0,None
60,24868065.0,None
60,24852105.0,None
60,24907005.0,None
60,24907005.0,None
60,24907005.0,None
60,24907005.0,None
60,24907005.0,None
60,24907005.0,None
60,24898455.0,None
60,24898455.0,None
60,24898455.0,None
60,24898455.0,None
60,24889905.0,None
60,24889905.0,None
60,24889905.0,None
60,24885630.0,None
60,24958830.0,None
60,24946005.0,None
60,24946005.0,None
60,24946005.0,None
60,24946005.0,None
60,24946005.0,None
60,24946005.0,None
60,24946005.0,None
60,24995880.0,None
60,24995880.0,None
60,24946860.0,None
60,24995880.0,None
60,25012980.0,None
60,25012980.0,None
60,25012980.0,None
60,24973080.0,None
60,24973080.0,None
60,24932895.0,None
60,24932895.0,None
60,24932895.0,None
60,24932895.0,None
60,24932895.0,None
60,24969495.0,None
60,24969495.0,None
60,24980610.0,None
60,24980610.0,None
60,24980610.0,None
60,24980610.0,None
60,24980610.0,None
60,24980610.0,None
60,24971490.0,None
60,24971490.0,None
60,24971490.0,None
60,24971490.0,None
60,25026390.0,None
60,25008090.0,None
60,25008090.0,None
60,25008090.0,None
60,25008090.0,None
60,25008090.0,None
60,25008090.0,None
60,24986715.0,None
60,24986715.0,None
60,24986715.0,None
60,24986715.0,None
60,24986715.0,None
60,24981300.0,None
60,24994125.0,None
60,25036875.0,None
60,25036875.0,None
60,25062810.0,None
60,25062810.0,None
60,25062810.0,None
60,25049415.0,None
60,25049415.0,None
60,25049415.0,None
60,25049415.0,None
60,25049415.0,None
60,25049415.0,None
60,25049415.0,None
60,25080030.0,None
60,25062930.0,None
60,25071480.0,None
60,25089780.0,None
60,25089780.0,None
60,25106880.0,None
60,25106880.0,None
60,25106880.0,None
60,25106880.0,None
60,25106880.0,None
60,25051980.0,None
60,25009230.0,None
60,25009230.0,None
60,25009230.0,None
60,24983580.0,None
60,24935700.0,None
60,24931425.0,None
60,24935700.0,None
60,24935700.0,None
60,24935700.0,None
60,24935700.0,None
60,24889530.0,None
60,24898080.0,None
60,24898080.0,None
60,24898080.0,None
60,24898080.0,None
60,24898080.0,None
60,24898080.0,None
60,24907770.0,None
60,24907770.0,None
60,24907770.0,None
60,24934050.0,None
60,24934050.0,None
60,24934050.0,None
60,24934050.0,None
60,24934050.0,None
60,24934050.0,None
60,24921390.0,None
60,24934050.0,None
60,24929775.0,None
60,24929775.0,None
60,24929775.0,None
60,24916950.0,None
60,24880350.0,None
60,24916950.0,None
60,24904695.0,None
60,24904695.0,None
60,24918090.0,None
